,px,px.,py,py.,Opx,Opy,Estpx,Estpx.,Estpy,Estpy.,err_quadra
0,3.0,40.0,-4.0,20.0,578.8721302478176,-585.5622288932364,3.0,40.0,-4.0,20.0,0.0
1,33.682764375651175,32.77781900348204,50.95015004947173,52.52559100009069,613.9874896636798,1108.5873124092623,43.191406953068956,40.28596883743801,16.36625812686936,21.093313275336676,2330.8202610745243
2,52.67900162584128,-23.816527740336653,93.18453810316498,43.057538416748365,329.80362583293174,215.85816340259385,84.1335525590939,40.77769742214099,38.023405291605,21.62702439122767,8663.820203206042
3,23.142237910164233,-31.253755711536115,108.90308401749385,20.112238600215225,-351.71134050269626,1749.9149168307576,120.66625817280519,38.655303619903606,77.17250145983462,31.64037693708424,15537.938947757182
4,5.980936772445284,-30.22424384922696,116.2697704571007,1.9974964905130896,70.5926731650203,501.69386711740526,157.48615827313267,37.96626154294246,118.03407456704154,35.43555816527118,28724.99390516911
5,-65.40850522989273,-94.13159437388761,80.70456773758576,-6.974843229773088,-2187.6496910506903,-2310.9096881542278,102.76962542686725,10.066966491267753,47.1660844027852,1.122321382336935,40331.61765672602
6,-194.5167599668144,-182.64260732474844,66.9432771010324,-14.360234272935845,-1103.8644894327117,1319.8875648117883,35.996485834436925,-9.287527346759742,135.58333292991523,24.389719496768702,89401.35642534937
7,-358.6575569962627,-158.5004250847604,42.99917824817101,-35.429871684126354,311.5278671180898,-975.0711048748669,52.7909269556759,-3.618649027827381,49.005873448886746,-0.9181135420669264,194505.36133818896
8,-488.7377540097342,-96.4725375663104,-30.99790982086266,-63.61952163690011,-1124.4330012137784,-1425.4700063133762,-92.94643169623924,-30.92192133089778,-139.414784980005,-38.51047539302652,173332.33713005725
9,-605.5529169987134,-146.75187427059,-84.82442892063496,-58.51539708776654,1990.037805019584,1836.9405691069062,190.06281237237866,23.46435329911189,132.27107584563063,17.376211101708464,714867.9473340599
10,-768.3529290367202,-200.65015689332688,-128.2050710887018,-68.16748591351757,-2300.667888465599,135.25364514897421,-217.60424601828925,-45.070655939138064,147.11648339162596,16.958693075960568,410577.5176745033
11,-966.5335314973194,-199.96202665605836,-214.08009675666892,-73.38668247006936,-193.49915084510644,-460.92985880504057,-249.59789089154935,-43.13325371772814,43.95158989649093,-1.490964002139087,610341.3224432425
12,-1138.4632477369034,-165.80961571581784,-280.5315442461275,-75.54238637413853,-2255.7778432198825,-702.249645413287,-688.0955290958361,-98.49763065380267,-109.07564689997733,-23.48167990349163,239469.42721994498
13,-1319.3316388853175,-195.7384476619944,-360.9874542085327,-104.75413541970757,-1971.8893051671566,583.0873846249312,-1034.8640475821178,-131.77737061971993,18.215268210888922,-2.535433695968276,239256.19755063974
14,-1508.5721534623096,-192.2777019659134,-499.2505763517248,-135.83719791841241,745.13849343181,-363.995497555708,-756.9327500826842,-78.61450755874411,-65.91380237985256,-13.51201702348869,780625.3240330467
15,-1667.6152398921568,-130.79443516912738,-658.5663349012154,-162.04625301359079,-717.1966992380007,-601.4102292046467,-809.8688628196851,-75.35803372480073,-192.77090112999986,-28.420844555578324,973623.1778937328
16,-1808.1783436958126,-147.99907596746024,-817.7071943702578,-183.25834075216798,-452.6904525202099,-2174.2500396619066,-790.8213987220191,-63.56393194714106,-647.2895313688334,-83.6543979200974,1081107.5723227037
17,-1950.4432268013525,-175.20627986840083,-992.9965151668607,-156.56396125906062,-3530.4862248904838,-1185.2335407328237,-1439.850754256096,-136.06925636910447,-830.2217729641757,-96.41465986723297,292349.9347853384
18,-2122.257579278673,-172.66973494745216,-1186.816461494576,-214.55822220509978,-4191.20656688196,-2054.3457754375477,-2148.4451979514206,-206.68282933942277,-1173.153321725561,-127.9736245609297,9526.255899416812
19,-2316.2766426044723,-224.97197192178666,-1367.8190255585582,-195.38296540602445,-2360.012619140119,-3173.066205430725,-2356.1973949287767,-206.81461115924682,-1710.3058051449577,-180.3093221618879,119447.76512811398
20,-2563.858510502367,-273.6189908038623,-1563.926065661393,-181.49505512819675,-2193.0661793088157,-1845.2099226924884,-2482.012527647123,-196.82055742937544,-1880.6891090195093,-179.03844486043874,112941.62484981985
21,-2877.251990953536,-340.96933768353017,-1759.2390813752656,-168.65791510371344,-3851.496275002243,-3341.7047210285336,-2935.7017105321884,-228.58888331046785,-2340.1237500009925,-215.01259643594955,355621.49096975266
22,-3224.6059937744008,-373.9391015980403,-1951.1972970758272,-209.00191022406008,-3144.4399590741095,-953.4610017289658,-3159.93862014855,-228.04913566942724,-2204.483844376364,-169.91510008642928,91147.6051404794
23,-3581.711881537278,-329.85848494119483,-2215.4371325510792,-277.77553774239567,-4707.988776615215,-1053.0564774840168,-3677.734421587814,-264.08559347777793,-2084.7421546821374,-132.57293748009442,51711.37381231204
24,-3928.973386906946,-365.26707687843844,-2540.5344114621344,-304.8692590660402,-5177.159230804145,-1905.4684761799517,-4213.384479776007,-297.94606155261937,-2148.8487669178758,-123.72771836988821,271651.69075929956
25,-4289.217502083729,-345.3317565606469,-2871.047942583687,-341.6489116999557,-3315.6425465900566,-2933.6902064953783,-4248.059913332272,-265.0506476266292,-2417.9632544613332,-142.54240948961413,253068.13739687702
